,nodeA,nodeB,weight
2350,Bernie Sanders,Marco Rubio,2
2351,Kevin McCarthy,Marco Rubio,1
2352,Marco Rubio,Trump,5
2353,Lee,Marco Rubio,9
2354,Corker,Marco Rubio,2
2355,John McCain,Marco Rubio,3
2356,Marco Rubio,Mike Pence,2
2357,Bernie Sanders,Bob Corker,1
2358,Bob Corker,Kevin McCarthy,2
2359,Bob Corker,Trump,15
2360,Bob Corker,Corker,26
2361,Bernie Sanders,Susan Collins,1
2362,Kevin McCarthy,Susan Collins,1
2363,Susan Collins,Trump,11
2364,Corker,Susan Collins,13
2365,Bernie Sanders,Jeff Flake,1
2366,Jeff Flake,Kevin McCarthy,1
2367,Corker,Jeff Flake,10
2368,Bernie Sanders,Mike Lee,1
2369,Kevin McCarthy,Mike Lee,1
2370,Mike Lee,Trump,2
2371,Corker,Mike Lee,2
2372,Bernie Sanders,Kevin McCarthy,1
2373,Bernie Sanders,Trump,3
2374,Bernie Sanders,Lee,1
2375,Bernie Sanders,Corker,1
2376,Bernie Sanders,John McCain,1
2377,Bernie Sanders,Mike Pence,1
2378,Kevin McCarthy,Lee,1
2379,Corker,Kevin McCarthy,1
2380,John McCain,Kevin McCarthy,1
2381,Kevin McCarthy,Mike Pence,1
2382,Lee,Trump,6
2383,Corker,Trump,18
2384,John McCain,Trump,22
2385,Mike Pence,Trump,34
2386,Corker,Lee,5
2387,Corker,John McCain,8
2388,Corker,Mike Pence,10
2389,NEW YORK,Tom Holly,1
2390,Holly,NEW YORK,1
2391,Lisa Featherngill,NEW YORK,1
2392,Featherngill,NEW YORK,2
2393,Holly,Tom Holly,1
2394,Lisa Featherngill,Tom Holly,1
2395,Featherngill,Tom Holly,2
2396,Holly,Lisa Featherngill,1
2397,Featherngill,Holly,2
2398,Featherngill,Lisa Featherngill,2
2399,Featherngill,Featherngill,1
2400,Donald Trump,Kevin Brady,21
2401,Brady,Donald Trump,27
2402,Donald Trump,Maria Bartiromo,1
2403,Cochran,Donald Trump,5
2404,Donald Trump,McCain,17
2405,John Cornyn,Kevin Brady,2
2406,Brady,John Cornyn,2
2407,John Cornyn,Maria Bartiromo,1
2408,John Cornyn,Marco Rubio,2
2409,Cochran,John Cornyn,1
2410,John Cornyn,McCain,2
2411,John Cornyn,Steven Mnuchin,1
2412,John Cornyn,Mnuchin,1
2413,Brady,Kevin Brady,36
2414,Kevin Brady,Maria Bartiromo,1
2415,Kevin Brady,Marco Rubio,1
2416,Bob Corker,Kevin Brady,2
2417,Kevin Brady,Susan Collins,2
2418,Kevin Brady,Mike Lee,1
2419,Jeff Flake,Kevin Brady,1
2420,Kevin Brady,Thad Cochran,1
2421,John McCain,Kevin Brady,1
2422,Cochran,Kevin Brady,1
2423,Kevin Brady,McCain,1
2424,Kevin Brady,Steven Mnuchin,1
2425,Kevin Brady,Mnuchin,1
2426,Brady,Maria Bartiromo,2
2427,Brady,Brady,22
2428,Brady,Marco Rubio,2
2429,Bob Corker,Brady,5
2430,Brady,Susan Collins,2
2431,Brady,Mike Lee,2
2432,Brady,Jeff Flake,2
2433,Brady,Thad Cochran,2
2434,Brady,John McCain,2
2435,Brady,Cochran,2
2436,Brady,McCain,2
2437,Brady,Steven Mnuchin,2
2438,Brady,Mnuchin,2
2439,Marco Rubio,Maria Bartiromo,1
2440,Bob Corker,Maria Bartiromo,1
2441,Maria Bartiromo,Susan Collins,1
2442,Maria Bartiromo,Mike Lee,1
2443,Jeff Flake,Maria Bartiromo,1
2444,Maria Bartiromo,Thad Cochran,1
2445,John McCain,Maria Bartiromo,1
2446,Cochran,Maria Bartiromo,1
2447,Maria Bartiromo,McCain,1
2448,Maria Bartiromo,Steven Mnuchin,1
2449,Maria Bartiromo,Mnuchin,1
2450,Marco Rubio,Thad Cochran,1
2451,Cochran,Marco Rubio,1
2452,Marco Rubio,McCain,1
2453,Marco Rubio,Steven Mnuchin,1
2454,Marco Rubio,Mnuchin,1
2455,Bob Corker,Cochran,1
2456,Bob Corker,McCain,5
2457,Bob Corker,Steven Mnuchin,1
2458,Bob Corker,Mnuchin,1
2459,Cochran,Susan Collins,1
2460,McCain,Susan Collins,5
2461,Steven Mnuchin,Susan Collins,1
2462,Mnuchin,Susan Collins,2
2463,Cochran,Mike Lee,1
2464,McCain,Mike Lee,2
2465,Mike Lee,Steven Mnuchin,1
2466,Mike Lee,Mnuchin,1
2467,Cochran,Jeff Flake,1
2468,Jeff Flake,McCain,4
2469,Jeff Flake,Steven Mnuchin,1
2470,Jeff Flake,Mnuchin,1
2471,Cochran,Thad Cochran,1
2472,McCain,Thad Cochran,1
2473,Steven Mnuchin,Thad Cochran,1
2474,Mnuchin,Thad Cochran,1
2475,Cochran,John McCain,1
2476,John McCain,McCain,22
2477,John McCain,Steven Mnuchin,1
2478,John McCain,Mnuchin,2
2479,Cochran,McCain,2
2480,Cochran,Steven Mnuchin,1
2481,Cochran,Mnuchin,1
2482,McCain,Steven Mnuchin,1
2483,McCain,Mnuchin,1
2484,Donald Trump,Kory Langhofer,1
2485,Donald Trump,Sarah Sanders,53
2486,Donald Trump,Peter Carr,11
2487,Donald Trump,Flynn,251
2488,Kory Langhofer,Robert Mueller,1
2489,Kory Langhofer,Mueller,4
2490,Kory Langhofer,Sarah Sanders,1
2491,Kory Langhofer,Peter Carr,1
2492,Kory Langhofer,Michael Flynn,1
2493,Flynn,Kory Langhofer,1
2494,Robert Mueller,Sarah Sanders,6
2495,Peter Carr,Robert Mueller,9
2496,Flynn,Robert Mueller,216
2497,Mueller,Sarah Sanders,13
2498,Mueller,Peter Carr,20
2499,Flynn,Mueller,237
2500,Peter Carr,Sarah Sanders,1
2501,Michael Flynn,Sarah Sanders,2
2502,Flynn,Sarah Sanders,1
2503,Michael Flynn,Peter Carr,6
2504,Flynn,Peter Carr,44
2505,Flynn,Michael Flynn,268
2506,Barack Obama,Matt Lloyd,1
2507,Donald Trump,Matt Lloyd,1
2508,Kihuen,Ruben Kihuen,3
2509,Bobby Scott,Ruben Kihuen,2
2510,Ruben Kihuen,Scott,2
2511,Bobby Scott,Kihuen,3
2512,Kihuen,Scott,3
2513,Blake Farenthold,Kihuen,3
2514,John Conyers,Kihuen,1
2515,Kihuen,Trent Franks,1
2516,Al Franken,Kihuen,1
2517,Bobby Scott,Scott,2
2518,Blake Farenthold,Bobby Scott,2
2519,Bobby Scott,John Conyers,1
2520,Bobby Scott,Trent Franks,1
2521,Al Franken,Bobby Scott,1
2522,Blake Farenthold,Scott,2
2523,John Conyers,Scott,1
2524,Scott,Trent Franks,1
2525,Al Franken,Scott,1
2526,Donald Trump,WOMEN,1
2527,Jeff Sessions,anti-Trump,1
2528,Bernie Sanders,Jeff Sessions,1
2529,Christopher Wray,Jeff Sessions,1
2530,Christopher Wray,Donald Trump,4
2531,Bernie Sanders,anti-Trump,1
2532,Christopher Wray,anti-Trump,1
2533,Rod Rosenstein,anti-Trump,1
2534,Bernie Sanders,Robert Mueller,1
2535,Christopher Wray,Robert Mueller,4
2536,Bernie Sanders,Peter Strzok,1
2537,Christopher Wray,Peter Strzok,3
2538,Bernie Sanders,Lisa Page,1
2539,Christopher Wray,Lisa Page,1
2540,Bernie Sanders,Hillary Clinton,5
2541,Christopher Wray,Hillary Clinton,3
2542,Bernie Sanders,Mueller,1
2543,Bernie Sanders,Christopher Wray,1
2544,Bernie Sanders,Rod Rosenstein,1
2545,Christopher Wray,Mueller,5
2546,Christopher Wray,Rod Rosenstein,2
2547,Charles Schumer,Obama,1
2548,Charles Schumer,Schumer,2
2549,Charles Schumer,Mitch McConnell,1
2550,Charles Schumer,Donald Trump,1
2551,Obama,Schumer,2
2552,Mitch McConnell,Obama,1
2553,Buzzfeed,Ruben Kihuen,1
2554,Macherie Reese Everton,Ruben Kihuen,1
2555,Carolyn Maloney,Ruben Kihuen,1
2556,Buzzfeed,Kihuen,2
2557,Kihuen,Kihuen,1
2558,Kihuen,Macherie Reese Everton,2
2559,Carolyn Maloney,Kihuen,2
2560,Bobby Scott,Buzzfeed,1
2561,Buzzfeed,Macherie Reese Everton,1
2562,Buzzfeed,Scott,1
2563,Blake Farenthold,Buzzfeed,1
2564,Buzzfeed,Carolyn Maloney,1
2565,Bobby Scott,Macherie Reese Everton,1
2566,Bobby Scott,Carolyn Maloney,1
2567,Macherie Reese Everton,Scott,1
2568,Blake Farenthold,Macherie Reese Everton,1
2569,Carolyn Maloney,Macherie Reese Everton,1
2570,Carolyn Maloney,Scott,1
2571,Blake Farenthold,Carolyn Maloney,1
2572,Jackie Speier,Kirsten,1
2573,John Cornyn,Kirsten,1
2574,Kirsten,Ted Cruz,1
2575,Joni Ernst,Kirsten,1
2576,Kirsten,Lisa Murkowski,2
2577,Cruz,Kirsten,1
2578,Doug Jones,Kirsten,1
2579,Kirsten,Roy Moore,1
2580,Kirsten,Moore,2
2581,Al Franken,Kirsten,2
2582,John Conyers,Kirsten,2
2583,Kirsten,Trent Franks,1
2584,Blake Farenthold,Kirsten,1
2585,Kirsten,Politico,1
2586,Kirsten,Marsha Blackburn,1
2587,Blackburn,Kirsten,1
2588,Jackie Speier,John Cornyn,1
2589,Jackie Speier,Ted Cruz,1
2590,Jackie Speier,Joni Ernst,1
2591,Jackie Speier,Lisa Murkowski,1
2592,Cruz,Jackie Speier,1
2593,Doug Jones,Jackie Speier,1
2594,Jackie Speier,Roy Moore,2
2595,Jackie Speier,Moore,4
2596,Donald Trump,Jackie Speier,1
2597,Al Franken,Jackie Speier,1
2598,Jackie Speier,Trent Franks,1
2599,Blake Farenthold,Jackie Speier,1
2600,Jackie Speier,Politico,1
2601,Jackie Speier,Marsha Blackburn,1
2602,Blackburn,Jackie Speier,1
2603,John Cornyn,Lisa Murkowski,1
2604,Doug Jones,John Cornyn,4
2605,John Cornyn,Roy Moore,4
2606,John Cornyn,Moore,49
2607,Al Franken,John Cornyn,2
2608,John Conyers,John Cornyn,1
2609,John Cornyn,Trent Franks,1
2610,Blake Farenthold,John Cornyn,1
2611,John Cornyn,Politico,1
2612,John Cornyn,Marsha Blackburn,1
2613,Blackburn,John Cornyn,1
2614,Lisa Murkowski,Ted Cruz,1
2615,Doug Jones,Ted Cruz,4
2616,Roy Moore,Ted Cruz,4
2617,Moore,Ted Cruz,48
2618,Al Franken,Ted Cruz,1
2619,John Conyers,Ted Cruz,1
2620,Ted Cruz,Trent Franks,1
2621,Blake Farenthold,Ted Cruz,1
2622,Politico,Ted Cruz,1
2623,Marsha Blackburn,Ted Cruz,1
2624,Blackburn,Ted Cruz,1
2625,Joni Ernst,Lisa Murkowski,1
2626,Doug Jones,Joni Ernst,1
2627,Joni Ernst,Roy Moore,1
2628,Joni Ernst,Moore,2
2629,Al Franken,Joni Ernst,1
2630,John Conyers,Joni Ernst,1
2631,Joni Ernst,Trent Franks,1
2632,Blake Farenthold,Joni Ernst,1
2633,Joni Ernst,Politico,1
2634,Joni Ernst,Marsha Blackburn,1
2635,Blackburn,Joni Ernst,1
2636,Cruz,Lisa Murkowski,1
2637,Doug Jones,Lisa Murkowski,1
2638,Lisa Murkowski,Roy Moore,1
2639,Lisa Murkowski,Moore,2
2640,Al Franken,Lisa Murkowski,2
2641,John Conyers,Lisa Murkowski,2
2642,Lisa Murkowski,Trent Franks,1
2643,Blake Farenthold,Lisa Murkowski,1
2644,Lisa Murkowski,Politico,1
2645,Lisa Murkowski,Marsha Blackburn,1
2646,Blackburn,Lisa Murkowski,1
2647,Cruz,Doug Jones,3
2648,Cruz,Roy Moore,3
2649,Cruz,Moore,24
2650,Al Franken,Cruz,1
2651,Cruz,John Conyers,1
2652,Cruz,Trent Franks,1
2653,Blake Farenthold,Cruz,1
2654,Cruz,Politico,1
2655,Cruz,Marsha Blackburn,1
2656,Blackburn,Cruz,1
2657,Al Franken,Doug Jones,4
2658,Doug Jones,John Conyers,2
2659,Doug Jones,Trent Franks,1
2660,Blake Farenthold,Doug Jones,1
2661,Doug Jones,Politico,1
2662,Doug Jones,Marsha Blackburn,1
2663,Blackburn,Doug Jones,1
2664,Al Franken,Roy Moore,16
2665,John Conyers,Roy Moore,10
2666,Roy Moore,Trent Franks,2
2667,Blake Farenthold,Roy Moore,2
2668,Politico,Roy Moore,7
2669,Marsha Blackburn,Roy Moore,1
2670,Blackburn,Roy Moore,1
2671,Al Franken,Moore,31
2672,John Conyers,Moore,12
2673,Moore,Trent Franks,6
2674,Blake Farenthold,Moore,6
2675,Moore,Politico,8
2676,Marsha Blackburn,Moore,2
2677,Blackburn,Moore,2
2678,Al Franken,Donald Trump,11
2679,Donald Trump,John Conyers,7
2680,Donald Trump,Trent Franks,3
2681,Blake Farenthold,Donald Trump,2
2682,Donald Trump,Politico,19
2683,Donald Trump,Marsha Blackburn,1
2684,Blackburn,Donald Trump,1
2685,Al Franken,Politico,8
2686,Al Franken,Marsha Blackburn,1
2687,Al Franken,Blackburn,1
2688,John Conyers,Politico,9
2689,John Conyers,Marsha Blackburn,1
2690,Blackburn,John Conyers,1
2691,Politico,Trent Franks,4
2692,Marsha Blackburn,Trent Franks,1
2693,Blackburn,Trent Franks,1
2694,Blake Farenthold,Politico,5
2695,Blake Farenthold,Marsha Blackburn,1
2696,Blackburn,Blake Farenthold,1
2697,Marsha Blackburn,Politico,1
2698,Blackburn,Politico,1
2699,Blackburn,Marsha Blackburn,1
2700,Bloomberg,Rick Perry,1
2701,Amy Berman Jackson,Paul Manafort,12
2702,Paul Manafort,Viktor Yanukovych,7
2703,Kathleen,Paul Manafort,3
2704,Andrea Manafort Shand,Paul Manafort,1
2705,Amy Berman Jackson,Viktor Yanukovych,5
2706,Amy Berman Jackson,Robert Mueller,11
2707,Amy Berman Jackson,Mueller,13
2708,Amy Berman Jackson,Kathleen,1
2709,Amy Berman Jackson,Andrea Manafort Shand,1
2710,Robert Mueller,Viktor Yanukovych,6
2711,Mueller,Viktor Yanukovych,18
2712,Kathleen,Viktor Yanukovych,1
2713,Andrea Manafort Shand,Viktor Yanukovych,1
2714,Kathleen,Robert Mueller,3
2715,Andrea Manafort Shand,Robert Mueller,1
2716,Kathleen,Mueller,5
2717,Andrea Manafort Shand,Mueller,1
2718,Andrea Manafort Shand,Kathleen,1
2719,Marco Rubio,Pro-Growth,1
2720,Kristi Noem,Marco Rubio,1
2721,NEW YORK,Ted Cruz,2
2722,Cruz,NEW YORK,4
2723,Chuck Grassley,NEW YORK,1
2724,Joni Ernst,NEW YORK,1
2725,Brooke Coleman,NEW YORK,1
2726,George W. Bush,NEW YORK,2
2727,Ted Cruz,Ted Cruz,1
2728,Ted Cruz,Trump,10
2729,Brooke Coleman,Ted Cruz,2
2730,Cruz,Cruz,7
2731,Cruz,Trump,11
2732,Brooke Coleman,Cruz,4
2733,Brooke Coleman,Chuck Grassley,1
2734,Joni Ernst,Trump,3
2735,Brooke Coleman,Joni Ernst,1
2736,Brooke Coleman,Trump,1
2737,Brooke Coleman,George W. Bush,1
2738,Citizens,Donald Trump,1
2739,Citizens,San Marino,1
2740,Donald Trump,San Marino,1
2741,Moore,Trump,231
2742,Jones,Trump,47
2743,Ajit Pai,Donald Trump,4
2744,Donald Trump,Jessica Rosenworcel,2
2745,Brian Schatz,Donald Trump,1
2746,Donald Trump,Jesse Ferguson,3
2747,Donald Trump,Ferguson,1
2748,Donald Trump,Pramila Jayapal,1
2749,Bill Nelson,Donald Trump,2
2750,Ajit Pai,Jessica Rosenworcel,2
2751,Ajit Pai,Brian Schatz,1
2752,Ajit Pai,Jesse Ferguson,1
2753,Ajit Pai,Ferguson,1
2754,Ajit Pai,Pramila Jayapal,1
2755,Ajit Pai,Bill Nelson,1
2756,Ajit Pai,Nancy Pelosi,2
2757,Brian Schatz,Jessica Rosenworcel,1
2758,Jesse Ferguson,Jessica Rosenworcel,1
2759,Ferguson,Jessica Rosenworcel,1
2760,Jessica Rosenworcel,Pramila Jayapal,1
2761,Bill Nelson,Jessica Rosenworcel,1
2762,Jessica Rosenworcel,Nancy Pelosi,1
2763,Brian Schatz,Jesse Ferguson,1
2764,Brian Schatz,Ferguson,1
2765,Brian Schatz,Pramila Jayapal,1
2766,Bill Nelson,Brian Schatz,1
2767,Brian Schatz,Nancy Pelosi,1
2768,Ferguson,Jesse Ferguson,1
2769,Jesse Ferguson,Pramila Jayapal,1
2770,Bill Nelson,Jesse Ferguson,1
2771,Jesse Ferguson,Nancy Pelosi,1
2772,Ferguson,Pramila Jayapal,1
2773,Bill Nelson,Ferguson,1
2774,Ferguson,Nancy Pelosi,1
2775,Bill Nelson,Pramila Jayapal,1
2776,Nancy Pelosi,Pramila Jayapal,1
2777,Bill Nelson,Nancy Pelosi,1
2778,Conn Carroll,Donald Trump,1
2779,Donald Trump,Hatch,6
2780,Donald Trump,Rubio,2
2781,Conn Carroll,Marco Rubio,2
2782,Marco Rubio,Sarah Sanders,2
2783,Marco Rubio,Orrin Hatch,1
2784,Hatch,Marco Rubio,1
2785,Marco Rubio,Rubio,3
2786,Conn Carroll,Mike Lee,2
2787,Mike Lee,Sarah Sanders,3
2788,Mike Lee,Orrin Hatch,2
2789,Hatch,Mike Lee,2
2790,Mike Lee,Rubio,2
2791,Conn Carroll,Lee,7
2792,Conn Carroll,Sarah Sanders,1
2793,Conn Carroll,Orrin Hatch,1
2794,Conn Carroll,Hatch,1
2795,Bob Corker,Conn Carroll,1
2796,Conn Carroll,Corker,1
2797,Conn Carroll,Susan Collins,1
2798,Conn Carroll,John McCain,1
2799,Conn Carroll,Rubio,2
2800,Conn Carroll,Mike Pence,1
2801,Lee,Sarah Sanders,5
2802,Lee,Orrin Hatch,4
2803,Hatch,Lee,4
2804,Lee,Rubio,9
2805,Orrin Hatch,Sarah Sanders,3
2806,Hatch,Sarah Sanders,2
2807,Bob Corker,Sarah Sanders,3
2808,Corker,Sarah Sanders,3
2809,Sarah Sanders,Susan Collins,2
2810,John McCain,Sarah Sanders,4
2811,Rubio,Sarah Sanders,3
2812,Mike Pence,Sarah Sanders,2
2813,Hatch,Orrin Hatch,7
2814,Bob Corker,Orrin Hatch,6
2815,Corker,Orrin Hatch,10
2816,Orrin Hatch,Susan Collins,9
2817,John McCain,Orrin Hatch,5
2818,Orrin Hatch,Rubio,2
2819,Mike Pence,Orrin Hatch,4
2820,Bob Corker,Hatch,3
2821,Corker,Hatch,7
2822,Hatch,Susan Collins,4
2823,Hatch,John McCain,4
2824,Hatch,Rubio,2
2825,Hatch,Mike Pence,3
2826,Bob Corker,Rubio,2
2827,Corker,Rubio,2
2828,Rubio,Susan Collins,2
2829,John McCain,Rubio,2
2830,Rubio,Rubio,1
2831,Mike Pence,Rubio,3
2832,Alexander Nix,Donald Trump,1
2833,Cambridge Analytica,Donald Trump,1
2834,Donald Trump,Nix,4
2835,Donald Trump,Julian Assange,2
2836,Donald Trump,Jerrold Nadler,2
2837,Donald Trump,Skype,1
2838,Alexander Nix,Hillary Clinton’s,1
2839,Cambridge Analytica,Hillary Clinton’s,1
2840,Hillary Clinton’s,Nix,4
2841,Hillary Clinton’s,Julian Assange,1
2842,Clinton,Hillary Clinton’s,4
2843,Hillary Clinton’s,Jerrold Nadler,1
2844,Hillary Clinton’s,Skype,1
2845,Alexander Nix,Cambridge Analytica,1
2846,Alexander Nix,Nix,4
2847,Alexander Nix,Julian Assange,1
2848,Alexander Nix,Clinton,2
2849,Alexander Nix,Robert Mueller,1
2850,Alexander Nix,Jerrold Nadler,1
2851,Alexander Nix,Nadler,1
2852,Alexander Nix,Skype,1
2853,Cambridge Analytica,Nix,4
2854,Cambridge Analytica,Julian Assange,1
2855,Cambridge Analytica,Clinton,2
2856,Cambridge Analytica,Robert Mueller,1
2857,Cambridge Analytica,Jerrold Nadler,1
2858,Cambridge Analytica,Nadler,1
2859,Cambridge Analytica,Skype,1
2860,Julian Assange,Nix,4
2861,Clinton,Nix,8
2862,Nix,Nix,6
2863,Nix,Robert Mueller,4
2864,Jerrold Nadler,Nix,4
2865,Nadler,Nix,4
2866,Nix,Skype,4
2867,Clinton,Julian Assange,3
2868,Julian Assange,Robert Mueller,1
2869,Jerrold Nadler,Julian Assange,1
2870,Julian Assange,Nadler,1
2871,Julian Assange,Skype,1
2872,Clinton,Jerrold Nadler,6
2873,Clinton,Nadler,2
2874,Clinton,Skype,2
2875,Jerrold Nadler,Robert Mueller,2
2876,Robert Mueller,Skype,1
2877,Jerrold Nadler,Nadler,1
2878,Jerrold Nadler,Skype,1
2879,Nadler,Skype,1
2880,Governors Kim Reynolds,Mike Pence,1
2881,Mike Pence,Rick Snyder,1
2882,Bill Haslam,Mike Pence,1
2883,Asa Hutchinson,Mike Pence,1
2884,Mike Pence,Wilbur Ross,1
2885,Mike Pence,Robert Lighthizer,1
2886,Brenna Smith,Mike Pence,1
2887,Mike Pence,Smith,1
2888,Hutchinson,Mike Pence,2
2889,Eric Holcomb,Mike Pence,1
2890,Holcomb,Mike Pence,1
2891,Governors Kim Reynolds,Rick Snyder,1
2892,Bill Haslam,Governors Kim Reynolds,1
2893,Asa Hutchinson,Governors Kim Reynolds,1
2894,Donald Trump,Governors Kim Reynolds,1
2895,Governors Kim Reynolds,Wilbur Ross,1
2896,Governors Kim Reynolds,Robert Lighthizer,1
2897,Brenna Smith,Governors Kim Reynolds,1
2898,Governors Kim Reynolds,Smith,1
2899,Governors Kim Reynolds,Hutchinson,2
2900,Eric Holcomb,Governors Kim Reynolds,1
2901,Governors Kim Reynolds,Holcomb,1
2902,Bill Haslam,Rick Snyder,1
2903,Asa Hutchinson,Rick Snyder,1
2904,Donald Trump,Rick Snyder,2
2905,Rick Snyder,Wilbur Ross,1
2906,Rick Snyder,Robert Lighthizer,1
2907,Brenna Smith,Rick Snyder,1
2908,Rick Snyder,Smith,1
2909,Hutchinson,Rick Snyder,2
2910,Eric Holcomb,Rick Snyder,1
2911,Holcomb,Rick Snyder,1
2912,Asa Hutchinson,Bill Haslam,1
2913,Bill Haslam,Donald Trump,1
2914,Bill Haslam,Wilbur Ross,1
2915,Bill Haslam,Robert Lighthizer,1
2916,Bill Haslam,Brenna Smith,1
2917,Bill Haslam,Smith,1
2918,Bill Haslam,Hutchinson,2
2919,Bill Haslam,Eric Holcomb,1
2920,Bill Haslam,Holcomb,1
2921,Asa Hutchinson,Donald Trump,1
2922,Asa Hutchinson,Wilbur Ross,1
2923,Asa Hutchinson,Robert Lighthizer,1
2924,Asa Hutchinson,Brenna Smith,1
2925,Asa Hutchinson,Smith,1
2926,Asa Hutchinson,Hutchinson,2
2927,Asa Hutchinson,Eric Holcomb,1
2928,Asa Hutchinson,Holcomb,1
2929,Donald Trump,Robert Lighthizer,2
2930,Brenna Smith,Donald Trump,1
2931,Donald Trump,Smith,1
2932,Donald Trump,Hutchinson,2
2933,Donald Trump,Eric Holcomb,1
2934,Donald Trump,Holcomb,1
2935,Robert Lighthizer,Wilbur Ross,1
2936,Brenna Smith,Wilbur Ross,1
2937,Smith,Wilbur Ross,1
2938,Hutchinson,Wilbur Ross,2
2939,Eric Holcomb,Wilbur Ross,1
2940,Holcomb,Wilbur Ross,1
2941,Brenna Smith,Robert Lighthizer,1
2942,Robert Lighthizer,Smith,1
2943,Hutchinson,Robert Lighthizer,2
2944,Eric Holcomb,Robert Lighthizer,1
2945,Holcomb,Robert Lighthizer,1
2946,Brenna Smith,Smith,1
2947,Brenna Smith,Hutchinson,2
2948,Brenna Smith,Eric Holcomb,1
2949,Brenna Smith,Holcomb,1
2950,Hutchinson,Smith,2
2951,Eric Holcomb,Smith,1
2952,Holcomb,Smith,1
2953,Hutchinson,Hutchinson,1
2954,Eric Holcomb,Hutchinson,2
2955,Holcomb,Hutchinson,2
2956,Eric Holcomb,Holcomb,1
2957,Paul Ryan,Politico,7
2958,Paul Ryan,Sarah Sanders,4
2959,AshLee Strong,Paul Ryan,1
2960,John Boehner,Paul Ryan,1
2961,Boehner,Paul Ryan,1
2962,Politico,Ryan,35
2963,Politico,Politico,19
2964,Politico,Sarah Sanders,7
2965,AshLee Strong,Politico,4
2966,John Boehner,Politico,4
2967,Boehner,Politico,4
2968,Ryan,Ryan,49
2969,Ryan,Sarah Sanders,10
2970,AshLee Strong,Ryan,8
2971,John Boehner,Ryan,8
2972,Boehner,Ryan,8
2973,AshLee Strong,Sarah Sanders,1
2974,John Boehner,Sarah Sanders,1
2975,Boehner,Sarah Sanders,1
2976,AshLee Strong,Donald Trump,1
2977,Donald Trump,John Boehner,1
2978,Boehner,Donald Trump,1
2979,AshLee Strong,John Boehner,1
2980,AshLee Strong,Boehner,1
2981,Boehner,John Boehner,1
2982,Blake Farenthold,Lauren Greene,4
2983,Blake Farenthold,Paul Ryan,3
2984,Blake Farenthold,Ryan,1
2985,Farenthold,Politico,1
2986,Farenthold,Lauren Greene,1
2987,Farenthold,Paul Ryan,1
2988,Farenthold,Ryan,1
2989,Farenthold,John Conyers,1
2990,Farenthold,Trent Franks,1
2991,Al Franken,Farenthold,1
2992,Lauren Greene,Politico,3
2993,Lauren Greene,Paul Ryan,1
2994,Lauren Greene,Ryan,1
2995,John Conyers,Lauren Greene,3
2996,Lauren Greene,Trent Franks,3
2997,Al Franken,Lauren Greene,3
2998,John Conyers,Paul Ryan,10
2999,Paul Ryan,Trent Franks,3
3000,Al Franken,Paul Ryan,6
3001,John Conyers,Ryan,5
3002,Ryan,Trent Franks,2
3003,Al Franken,Ryan,4
3004,Doug Jones,Sarah Sanders,6
3005,Doug Jones,Doug Jones,4
3006,Roy Moore,Sarah Sanders,14
3007,Mitch McConnell,Roy Moore,43
3008,Chuck Schumer,Roy Moore,14
3009,Jones,Sarah Sanders,13
3010,Jones,Mitch McConnell,48
3011,Chuck Schumer,Jones,17
3012,Moore,Sarah Sanders,59
3013,Mitch McConnell,Moore,302
3014,Chuck Schumer,Moore,45
3015,Mitch McConnell,Sarah Sanders,5
3016,Chuck Schumer,Sarah Sanders,7
3017,James Funds,NEW YORK,1
3018,NEW YORK,Steven Chiavarone,1
3019,NEW YORK,Ryan Detrick,1
3020,Doug Jones,NEW YORK,2
3021,Barry James,NEW YORK,1
3022,James Balanced Golden Rainbow,NEW YORK,1
3023,James Funds,Trump,1
3024,James Funds,Steven Chiavarone,1
3025,James Funds,Ryan Detrick,1
3026,Doug Jones,James Funds,1
3027,Barry James,James Funds,1
3028,James Balanced Golden Rainbow,James Funds,1
3029,Steven Chiavarone,Trump,1
3030,Ryan Detrick,Trump,1
3031,Barry James,Trump,1
3032,James Balanced Golden Rainbow,Trump,1
3033,Ryan Detrick,Steven Chiavarone,1
3034,Doug Jones,Steven Chiavarone,1
3035,Barry James,Steven Chiavarone,1
3036,James Balanced Golden Rainbow,Steven Chiavarone,1
3037,Doug Jones,Ryan Detrick,1
3038,Barry James,Ryan Detrick,1
3039,James Balanced Golden Rainbow,Ryan Detrick,1
3040,Barry James,Doug Jones,1
3041,Doug Jones,James Balanced Golden Rainbow,1
3042,Barry James,James Balanced Golden Rainbow,1
3043,Lee,McCain,1
3044,Cochran,Lee,1
3045,Johnson,Lee,1
3046,McCain,Rubio,1
3047,Cochran,Rubio,1
3048,Johnson,Rubio,1
3049,McCain,Mike Pence,3
3050,Johnson,McCain,4
3051,Cochran,Mike Pence,2
3052,Cochran,Johnson,1
3053,Johnson,Mike Pence,2
3054,Gregory Wetstone,Liam Donovan,1
3055,Bracewell,Gregory Wetstone,1
3056,Bracewell,Liam Donovan,1
3057,Bloomberg,Dourson,12
3058,Dourson,Michael Dourson,10
3059,Dourson,Dourson,21
3060,Dourson,Richard Burr,10
3061,Dourson,Thom Tillis,10
3062,Burr,Dourson,10
3063,Dourson,Tom Carper,6
3064,Dourson,Earthjustice,6
3065,Bloomberg,Michael Dourson,2
3066,Bloomberg,Bloomberg,2
3067,Bloomberg,Richard Burr,2
